Codice,Descrizione,Fonte_AS400,Quantita_AS400,Quantita_WebApp,Differenza,Status,Magazzino_Web,Stato,Ubicazione,Note
95281,TONER_KYOCERA_TK-3160_NERO________,Solo_WebApp,0,3,3,⚠️ WEBAPP +3,farmacia,in_magazzino,9D,
95689,ACCESS POINT ZYXEL NWA50AX,Magazzino_28_Deposito,6,9,3,⚠️ WEBAPP +3,farmacia,in_magazzino,11C,
95757,ETICHETTE 20X10 ROTOLO 3000 PZ.,Magazzino_28_Deposito,65,68,3,⚠️ WEBAPP +3,farmacia,in_magazzino,12A,
95822,LOGITECH SPEAKERS S150 USB,Magazzino_28_Deposito,9,12,3,⚠️ WEBAPP +3,farmacia,in_magazzino,11D,
96046,PC_LENOVO_M70Q_TINY_REFURBISHED,Solo_WebApp,0,3,3,⚠️ WEBAPP +3,farmacia,"baia_uscita, laboratorio",15c,PC guasto Farmacia Milano
94906,MULTIMEDS - KIT DI PREPARAZIONE,Magazzino_28_Deposito,31,33,2,⚠️ WEBAPP +2,farmacia,in_magazzino,6B,VENDIBILI SOLO 25
94966,FIREWALL_ZYXEL_USG_60W,Solo_WebApp,0,2,2,⚠️ WEBAPP +2,farmacia,"IN_MAGAZZINO, baia_uscita","-, 10D",Rientrato da RHO 3 - guasto
95242,ALIMENTATORE_TELEFONO_YEALINK_,Solo_WebApp,0,2,2,⚠️ WEBAPP +2,farmacia,in_magazzino,11E,*dentro al 95578
95268,LETTORE_BARCODE_AXON_CS-2200_1D____,Solo_WebApp,0,2,2,⚠️ WEBAPP +2,farmacia,in_magazzino,11D,
95578,TELEFONO_YEALINK_SIP-T42U________,Solo_WebApp,0,2,2,⚠️ WEBAPP +2,farmacia,in_magazzino,11E,"*vendere assieme al 0095242, si trova già dentro alla scatola "
95601,ALL_IN_ONE_DELL_OPTIPLEX_5490,Solo_WebApp,0,2,2,⚠️ WEBAPP +2,farmacia,in_magazzino,12D,
95680,STAMPANTE_BROTHER_HL-5100DN,Solo_WebApp,0,2,2,⚠️ WEBAPP +2,farmacia,in_magazzino,10A,
95950,BATTERIA PER ETICHETTA NOWA,Magazzino_28_Deposito,90,92,2,⚠️ WEBAPP +2,farmacia,"baia_uscita, in_magazzino","-, 6B",*Luparelli guaste da smaltire | *batteria per etichette ID.TAG
245,SCANNER_MANUALE_CANON_DR-M140,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,10D,
564,SCHEDA_SERIALE_2_PORTE_PCI,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9B,
94874,SERVER LENOVO ST550,Magazzino_28_Deposito,3,4,1,⚠️ WEBAPP +1,farmacia,"in_magazzino, laboratorio","7A, 8A",*TEST MATTEO
94909,MULTIMEDS - COPERTINA (240 PZ.),Magazzino_28_Deposito,5,6,1,⚠️ WEBAPP +1,farmacia,in_magazzino,6B,
94967,ROTOLO TERMICO POS (50 PZ.),Magazzino_28_Deposito,7,8,1,⚠️ WEBAPP +1,farmacia,in_magazzino,10C,
94997,STAMPANTE FISCALE EPSON FP-81II,Magazzino_28_Deposito,15,16,1,⚠️ WEBAPP +1,farmacia,"IN_PREPARAZIONE, baia_uscita, in_magazzino, in_preparazione","-, 13D, 2B, 2C",*PharmaExpo  | Guasta chiamare Epson | Test Mov Multiplo 4
95032,STAMPANTE CORTESIA EPSON TM-T88,Magazzino_28_Deposito,11,12,1,⚠️ WEBAPP +1,farmacia,in_magazzino,12B,
95195,THIN_CLIENT_PRAIM_C9010____________,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,11E,
95196,TASTIERA_LOGITECH_K120_______,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9B,
95252,KIT_EPSON_TRASFORMAZIONE_FP81II____,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9B,
95257,TONER_BROTHER_TN-2120_________,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9C,
95258,TONER_BROTHER_TN-2210__________,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9C,
95294,GRUPPO_SPORTELLO_NICE,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9C,
95314,BATTERIA UPS APC APCRBC124,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,baia_uscita,,*Lenergie
95678,FLASH_MEMORY_MICRELEC_SDCL10SP_T,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9B,
95726,TERMINALE OPTICON OPH-3001,Magazzino_28_Deposito,4,5,1,⚠️ WEBAPP +1,farmacia,"in_magazzino, in_utilizzo","-, 12B",*test cristian
95780,SCHEDA_PULSE_RADEON_550_64BIT_,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,in_magazzino,9B,
95788,MULTIMEDS-COPERTINA BIANCA 240PZ,Magazzino_28_Deposito,11,12,1,⚠️ WEBAPP +1,farmacia,in_magazzino,6B,
95876,THINKCENTRE LENOVO TS-M70Q,Magazzino_28_Deposito,2,3,1,⚠️ WEBAPP +1,farmacia,"SPEDITO, laboratorio",-,*guasto ex Linfa Oberdan da verificare | TEst mov multiplo 5 
95949,MONITOR_LENOVO_T24I-10,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,baia_uscita,-,*ex monitor Poce guasto - verificare 
95974,ROTOLO ETICHETTE 40X30 DA 3.000,Magazzino_28_Deposito,19,20,1,⚠️ WEBAPP +1,farmacia,in_magazzino,12A,TRASFERIMENTO DIRETTO - STAMPANTI SENZA RIBBON 
96074,"TV HISENSE 55E63KT DA 55""",Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,laboratorio,,
96142,STAMPANTE KYOCERA ECOSYS MA2600,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,laboratorio,,*Farmacia Bonadeo
96222,THINKCENTRE LENOVO M70S GEN5,Solo_WebApp,0,1,1,⚠️ WEBAPP +1,farmacia,baia_uscita,,*Farmacia Ciercello
94308,CASSETTE ULTRIUM LTO,Magazzino_27_Grossisti,10,10,0,✅ ALLINEATO,grossisti,in_magazzino,9D,
94624,BATTERIA DENSO BHT,Magazzino_27_Grossisti,3,3,0,✅ ALLINEATO,grossisti,in_magazzino,2D,test
94625,CARICABATTERIA 4 POSIZIONI DENSO,Magazzino_27_Grossisti,17,17,0,✅ ALLINEATO,grossisti,"IN_MAGAZZINO, in_magazzino","13C, 2D",Restituzione da modifica giacenza 1325
94838,FIREWALL WATCHGUARD T15,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,11C,
94859,ETICHETTE 50X30 ROTOLO 1.500 PZ.,Magazzino_28_Deposito,4,4,0,✅ ALLINEATO,farmacia,in_magazzino,12A,TRASFERIMENTO DIRETTO - STAMPANTI SENZA RIBBON
94884,LETTORE BARCODE AXON CS2000BT,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,in_magazzino,11D,
94910,MULTIMEDS - ETICHETTA (240 PZ.),Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,altro,6B,
94963,MINI TASTIERA ACK 595 USB,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9C,
94964,MINI TASTIERA ACK RF420 WIRELESS,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9C,
95001,LETTORE BARCODE AXON CS3300 2D,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,11D,
95049,STAMPANTE TOSHIBA TEC B-FV4T,Magazzino_27_Grossisti,2,2,0,✅ ALLINEATO,grossisti,in_magazzino,11A,
95097,KIT 12.000 LAVORAZIONI 70X23,Magazzino_27_Grossisti,20,20,0,✅ ALLINEATO,grossisti,in_magazzino,10E,
95136,ACCESS POINT PER ID.TAG,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,15A,
95140,PORTA ETICHETTA ID.TAG (25 PZ.),Magazzino_28_Deposito,46,46,0,✅ ALLINEATO,farmacia,in_magazzino,15B,da 8mm - nella stessa ubicazione presenti le clip 
95151,FIREWALL WATCHGUARD T20,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,"altro, in_magazzino","-, 7D",*Cosmofarma | *TEST MATTEO server campospinoso
95167,PALMARE ZEBRA TC21,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,"altro, in_magazzino, in_utilizzo","-, 15A",luca | sala riunioni
95176,HID DIGITALPERSONA 4500,Magazzino_28_Deposito,4,4,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95254,PALO PROLUNGA DISPLAY EPSON FP,Magazzino_28_Deposito,5,5,0,✅ ALLINEATO,farmacia,in_magazzino,13D,
95272,RAM KINGSTONE DDR4 8GB,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95273,RAM KINGSTONE DDR4 16GB,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95305,LETTORE BARCODE AXON CS2600,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,in_magazzino,7D,*solo per Cosmofarma
95378,LETTORE BARCODE AXON CS2600 LT,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,11D,
95409,THINKCENTRE LENOVO M70Q,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,in_magazzino,"10B, 15A",ID TAG ( non prelevare per altro ) | Id Tag ( Non Prelevare Per Altro )
95412,PINZA ESTRAZIONE BATTERIA,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,in_magazzino,15A,
95439,RAM KINGSTONE 4GB DDR3L,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95442,DISCO WESTERN DIGITAL 2TB,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9C,
95547,NASTRO NERO INKANTO 110X300 AWR8,Magazzino_27_Grossisti,57,57,0,✅ ALLINEATO,grossisti,in_magazzino,12A,
95548,PC HP PRODESK 400 G6 DM,Magazzino_28_Deposito,6,6,0,✅ ALLINEATO,farmacia,in_magazzino,11E,
95585,ROTOLO TERMICO CODALUX (50 PZ.),Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,10B,
95592,DISCO KINGSTONE 480GB SSD,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,in_magazzino,9B,1 pz ha l'imballo riciclato
95608,SCHEDA NON FISCALE EPSON FP81II,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,in_magazzino,9C,
95609,SCHEDA NON FISCALE EPSON FP90III,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9C,
95625,TESTINA EPSON FP81II,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9C,
95632,BATTERIA ZEBRA TC26,Magazzino_27_Grossisti,23,23,0,✅ ALLINEATO,grossisti,in_magazzino,2B,
95634,CRADLE ZEBRA TC26,Magazzino_27_Grossisti,18,18,0,✅ ALLINEATO,grossisti,in_magazzino,13D,
95641,TONER BROTHER TN423BK,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,in_magazzino,12C,
95642,TONER BROTHER TN423C,Magazzino_28_Deposito,5,5,0,✅ ALLINEATO,farmacia,in_magazzino,9E,
95643,TONER BROTHER TN423M,Magazzino_28_Deposito,5,5,0,✅ ALLINEATO,farmacia,in_magazzino,9E,
95644,TONER BROTHER TN423Y,Magazzino_28_Deposito,6,6,0,✅ ALLINEATO,farmacia,in_magazzino,9E,
95645,DRUM BROTHER DR421CL,Magazzino_28_Deposito,6,6,0,✅ ALLINEATO,farmacia,in_magazzino,"12D, 9D",
95646,ACCESS POINT CISCO AIR-AP1815I,Magazzino_27_Grossisti,2,2,0,✅ ALLINEATO,grossisti,"altro, in_magazzino","-, 8B",test matteo
95649,TERMINALE ZEBRA WT6300,Magazzino_27_Grossisti,43,43,0,✅ ALLINEATO,grossisti,"baia_uscita, in_magazzino","-, 13A",*Nelly 
95650,BATTERIA ZEBRA WT6300,Magazzino_27_Grossisti,48,48,0,✅ ALLINEATO,grossisti,"baia_uscita, in_magazzino","-, 13B",*Nelly 
95651,CARICABATTERIA 4 POSIZIONI ZEBRA,Magazzino_27_Grossisti,13,13,0,✅ ALLINEATO,grossisti,in_magazzino,13B, * + cavi + alimentatore 
95652,BRACCIALE DA POLSO ZEBRA WT6300,Magazzino_27_Grossisti,42,42,0,✅ ALLINEATO,grossisti,"baia_uscita, in_magazzino","-, 13A",*Nelly 
95653,RING SCANNER ZEBRA RS5000,Magazzino_27_Grossisti,43,43,0,✅ ALLINEATO,grossisti,"baia_uscita, in_magazzino","-, 13A",*Nelly 
95654,CRADLE ZEBRA WT6300,Magazzino_27_Grossisti,4,4,0,✅ ALLINEATO,grossisti,in_magazzino,13B,* + cavi + alimentatore 
95663,RAM TRANSCEND DDR4 8GB,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95676,TASTIERINO NUMERICO MANHATTAN,Magazzino_28_Deposito,4,4,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95681,TONER BROTHER TN3480,Magazzino_28_Deposito,4,4,0,✅ ALLINEATO,farmacia,in_magazzino,12C,
95682,DRUM BROTHER DR3400,Magazzino_28_Deposito,4,4,0,✅ ALLINEATO,farmacia,in_magazzino,12C,
95748,ALIMENTATORE LEVELONE POI-3014,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95770,CARRELLO MULTIMEDS 46 RIPIANI,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,altro,-,sottoscala
95776,NAS SYNOLOGY DS723,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,8B,
95792,VELCRO RING SCANNER ZEBRA RS5000,Magazzino_27_Grossisti,10,10,0,✅ ALLINEATO,grossisti,in_magazzino,13A,
95834,TONER BROTHER TN248BK,Magazzino_28_Deposito,4,4,0,✅ ALLINEATO,farmacia,in_magazzino,12C,*per nuova stampante Multimeds 
95882,BATTERIA PER APC UPS SMC1500,Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,in_magazzino,8B,
95947,PC LENOVO SLIM M92P,Magazzino_28_Deposito,3,3,0,✅ ALLINEATO,farmacia,in_magazzino,3C,*garanzia 12mesi - PROMO COSMOFARMA 
95953,DISCO KINGSTON SSD DA 960GB,Magazzino_28_Deposito,2,2,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
95973,ROTOLI ETICHETTE 40X24 DA 1000,Magazzino_28_Deposito,10,10,0,✅ ALLINEATO,farmacia,in_magazzino,10B,NO TRASFERIMENTO DIRETTO – STAMPANTI CON RIBBON
95994,KIT GOMMINI BC4 BROTHER 8360,Magazzino_28_Deposito,5,5,0,✅ ALLINEATO,farmacia,in_magazzino,9B,*dentro ad un'unica busta
96076,LETTORE SMART CARD MINILECTOR,Magazzino_28_Deposito,18,18,0,✅ ALLINEATO,farmacia,in_magazzino,9B,
96221,"ALL IN ONE HP BIANCO 24"" B5QK4EA",Magazzino_28_Deposito,1,1,0,✅ ALLINEATO,farmacia,baia_uscita,,*Farmacia Ciercello
95749,TOTEM LETTORE PREZZI A PARETE,Magazzino_28_Deposito,2,1,-1,🔴 AS400 +1,farmacia,in_magazzino,7A,
95829,STAMPANTE BROTHER HL-L8240CDW,Magazzino_28_Deposito,1,0,-1,🔴 AS400 +1,,,,
95811,GRUPPO CONTINUITA' SATUPS 3000VA,Magazzino_28_Deposito,2,0,-2,🔴 AS400 +2,,,,
95989,SISTEMA IBM POWER 10 S1012,Magazzino_27_Grossisti,2,0,-2,🔴 AS400 +2,,,,
96267,ALL IN ONE MSI MODERN AM272P,Magazzino_28_Deposito,2,0,-2,🔴 AS400 +2,,,,
94882,SWITCH D-LINK DSG-1100-24,Magazzino_28_Deposito,6,3,-3,🔴 AS400 +3,farmacia,in_magazzino,11C,
94991,SERVER LENOVO ST250,Magazzino_28_Deposito,3,0,-3,🔴 AS400 +3,,,,
95810,GRUPPO CONTINUITA' SATUPS 2000VA,Magazzino_28_Deposito,3,0,-3,🔴 AS400 +3,,,,
96062,STAMPANTE EPSON WF-C5390DW,Magazzino_28_Deposito,6,2,-4,🔴 AS400 +4,farmacia,"altro, in_magazzino","-, 7B",sala riunioni
96215,THINKCENTRE LENOVO TS-NEO50Q,Magazzino_28_Deposito,37,33,-4,🔴 AS400 +4,farmacia,"in_magazzino, in_preparazione, in_utilizzo","2E, 4D",*Emilian (ufficio)  | *Giarrizzo | Per Federico
94908,MULTIMEDS - BLISTER (240 PZ.),Magazzino_28_Deposito,12,7,-5,🔴 AS400 +5,farmacia,in_magazzino,"14D, 3B, 3C, 3D",
96241,WORKSTATION P2 ULTRA 9,Magazzino_28_Deposito,5,0,-5,🔴 AS400 +5,,,,
94995,TASTIERA E MOUSE LENOVO WIRELESS,Magazzino_28_Deposito,12,5,-7,🔴 AS400 +7,farmacia,"altro, baia_uscita, in_magazzino, in_utilizzo","-, 12B",*Luca Ghelfi  | *Nuova assunta Dozio Marialuisa | *nuovo assunto Presotto Francesco | ufficio ex giorgia
95944,MONITOR LENOVO T22I-30,Magazzino_28_Deposito,24,14,-10,🔴 AS400 +10,farmacia,in_magazzino,"11F, 12F",
96081,SCHEDA GRAFICA GEFORCE GT 1030,Magazzino_28_Deposito,12,2,-10,🔴 AS400 +10,farmacia,in_magazzino,8B,
95745,TERMINALE PLUS 95 2D,Magazzino_27_Grossisti,47,33,-14,🔴 AS400 +14,grossisti,in_magazzino,"1D, 5C",
95508,LETTORE HONEYWELL 1470G 2D,Magazzino_28_Deposito,18,0,-18,🔴 AS400 +18,,,,
96138,MONITOR LENOVO E24-30,Magazzino_28_Deposito,29,9,-20,🔴 AS400 +20,farmacia,in_magazzino,5D,
95828,THINKCENTRE NEO 50Q,Magazzino_28_Deposito,66,16,-50,🔴 AS400 +50,farmacia,"ALTRO, BAIA_USCITA, IN_MAGAZZINO, IN_PREPARAZIONE, SPEDITO, in_magazzino","10D, 3E, 6a","TEST AAAAAA | TEst api
 | Test Mov Multiplo 4 | test test"
